Date,Product ID,Product Name,Category,Sales Channel,Units Sold,Revenue
3/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,180,"$486,000.00"
10/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,180,"$486,000.00"
6/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,180,"$486,000.00"
6/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,180,"$486,000.00"
4/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,180,"$486,000.00"
2/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,108,"$486,000.00"
9/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,54,"$486,000.00"
5/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,128,"$480,000.00"
12/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,53,"$477,000.00"
9/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,53,"$477,000.00"
9/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,53,"$477,000.00"
3/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,53,"$477,000.00"
3/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,53,"$477,000.00"
2/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,176,"$475,200.00"
6/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,105,"$472,500.00"
7/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,171,"$461,700.00"
6/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,171,"$461,700.00"
9/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,171,"$461,700.00"
5/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,171,"$461,700.00"
4/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,171,"$461,700.00"
1/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,171,"$461,700.00"
4/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Direct,101,"$454,500.00"
12/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,101,"$454,500.00"
1/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,167,"$450,900.00"
11/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,167,"$450,900.00"
9/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,167,"$450,900.00"
9/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,167,"$450,900.00"
4/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,167,"$450,900.00"
4/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,167,"$450,900.00"
2/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,167,"$450,900.00"
3/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Direct,100,"$450,000.00"
2/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,50,"$450,000.00"
2/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,50,"$450,000.00"
5/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,50,"$450,000.00"
5/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,50,"$450,000.00"
6/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,50,"$450,000.00"
6/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,50,"$450,000.00"
4/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,50,"$450,000.00"
4/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,50,"$450,000.00"
1/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,50,"$450,000.00"
5/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,50,"$450,000.00"
4/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,50,"$450,000.00"
4/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,49,"$441,000.00"
4/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,49,"$441,000.00"
5/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,117,"$438,750.00"
10/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,162,"$437,400.00"
10/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,162,"$437,400.00"
8/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,162,"$437,400.00"
4/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,243,"$437,400.00"
11/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,162,"$437,400.00"
3/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,97,"$436,500.00"
1/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,48,"$432,000.00"
1/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,48,"$432,000.00"
7/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,48,"$432,000.00"
6/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,48,"$432,000.00"
4/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,48,"$432,000.00"
3/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,48,"$432,000.00"
12/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,48,"$432,000.00"
1/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,159,"$429,300.00"
8/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,158,"$426,600.00"
7/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,158,"$426,600.00"
12/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,158,"$426,600.00"
2/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,158,"$426,600.00"
11/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,157,"$423,900.00"
5/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
5/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,47,"$423,000.00"
1/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Direct,94,"$423,000.00"
5/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
5/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,47,"$423,000.00"
3/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
3/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,47,"$423,000.00"
8/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
8/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,47,"$423,000.00"
7/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
7/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,47,"$423,000.00"
1/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
12/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
12/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,47,"$423,000.00"
11/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
2/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,47,"$423,000.00"
2/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,47,"$423,000.00"
5/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,234,"$421,200.00"
6/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,112,"$420,000.00"
1/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,155,"$418,500.00"
8/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,93,"$418,500.00"
3/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,230,"$414,000.00"
1/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,153,"$413,100.00"
9/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,153,"$413,100.00"
4/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,109,"$408,750.00"
12/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,151,"$407,700.00"
6/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,45,"$405,000.00"
5/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,45,"$405,000.00"
1/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,45,"$405,000.00"
6/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,45,"$405,000.00"
1/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,149,"$402,300.00"
10/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,149,"$402,300.00"
11/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,149,"$402,300.00"
4/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,221,"$397,800.00"
3/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,106,"$397,500.00"
6/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,44,"$396,000.00"
6/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,44,"$396,000.00"
2/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,44,"$396,000.00"
7/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,44,"$396,000.00"
7/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,44,"$396,000.00"
4/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,44,"$396,000.00"
4/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,44,"$396,000.00"
12/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,88,"$396,000.00"
5/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,44,"$396,000.00"
11/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,145,"$391,500.00"
6/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,144,"$388,800.00"
5/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,216,"$388,800.00"
6/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,216,"$388,800.00"
3/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,144,"$388,800.00"
2/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,216,"$388,800.00"
1/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,216,"$388,800.00"
4/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,103,"$386,250.00"
2/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,142,"$383,400.00"
10/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,142,"$383,400.00"
1/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,102,"$382,500.00"
8/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,212,"$381,600.00"
5/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,212,"$381,600.00"
3/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,212,"$381,600.00"
3/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,212,"$381,600.00"
11/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,140,"$378,000.00"
3/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,42,"$378,000.00"
2/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,42,"$378,000.00"
1/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,42,"$378,000.00"
1/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,42,"$378,000.00"
5/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,42,"$378,000.00"
2/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,42,"$378,000.00"
5/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,42,"$378,000.00"
2/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,42,"$378,000.00"
6/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,207,"$372,600.00"
4/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,207,"$372,600.00"
3/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,207,"$372,600.00"
9/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,137,"$369,900.00"
4/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,41,"$369,000.00"
4/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,41,"$369,000.00"
4/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,41,"$369,000.00"
3/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,41,"$369,000.00"
5/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,203,"$365,400.00"
4/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,203,"$365,400.00"
2/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,135,"$364,500.00"
10/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,135,"$364,500.00"
2/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Direct,81,"$364,500.00"
5/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,81,"$364,500.00"
5/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,81,"$364,500.00"
6/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,97,"$363,750.00"
6/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,80,"$360,000.00"
7/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,80,"$360,000.00"
6/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,198,"$356,400.00"
4/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,198,"$356,400.00"
2/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,198,"$356,400.00"
2/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,198,"$356,400.00"
2/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,198,"$356,400.00"
4/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,198,"$356,400.00"
12/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,130,"$351,000.00"
10/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,39,"$351,000.00"
12/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,39,"$351,000.00"
8/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,194,"$349,200.00"
2/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,77,"$346,500.00"
4/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,38,"$342,000.00"
3/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,38,"$342,000.00"
2/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,38,"$342,000.00"
1/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,38,"$342,000.00"
4/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,38,"$342,000.00"
9/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,38,"$342,000.00"
8/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,189,"$340,200.00"
8/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,189,"$340,200.00"
1/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,189,"$340,200.00"
5/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,189,"$340,200.00"
5/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,124,"$334,800.00"
3/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,185,"$333,000.00"
3/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,185,"$333,000.00"
6/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,185,"$333,000.00"
4/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,74,"$333,000.00"
12/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,37,"$333,000.00"
4/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,73,"$328,500.00"
2/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,87,"$326,250.00"
7/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,180,"$324,000.00"
7/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,180,"$324,000.00"
12/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,180,"$324,000.00"
5/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,180,"$324,000.00"
6/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,36,"$324,000.00"
8/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,36,"$324,000.00"
8/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,36,"$324,000.00"
7/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,36,"$324,000.00"
5/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,36,"$324,000.00"
11/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,36,"$324,000.00"
6/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,36,"$324,000.00"
10/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,36,"$324,000.00"
10/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,36,"$324,000.00"
9/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,36,"$324,000.00"
7/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,36,"$324,000.00"
3/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,86,"$322,500.00"
5/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,119,"$321,300.00"
7/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,71,"$319,500.00"
1/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,176,"$316,800.00"
9/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,176,"$316,800.00"
7/1/2023,CC-2001,Commercial Charger Standard,Commercial Chargers,Distributor,234,"$315,900.00"
8/1/2021,CC-2001,Commercial Charger Standard,Commercial Chargers,Distributor,234,"$315,900.00"
3/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,35,"$315,000.00"
3/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,35,"$315,000.00"
6/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,35,"$315,000.00"
6/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,35,"$315,000.00"
11/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,70,"$315,000.00"
3/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,84,"$315,000.00"
11/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,35,"$315,000.00"
11/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,35,"$315,000.00"
10/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,35,"$315,000.00"
8/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,35,"$315,000.00"
8/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,35,"$315,000.00"
